FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status
O17M3925,力晶積成電子製造股份有限公司P1/2,2014年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
O17M3925,力晶積成電子製造股份有限公司P1/2,2014年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
O17M3896,力晶積成電子製造股份有限公司P3,2014年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
O17M3896,力晶積成電子製造股份有限公司P3,2014年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
O17M3896,力晶積成電子製造股份有限公司P3,2014年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
O17M3896,力晶積成電子製造股份有限公司P3,2014年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
K71A9522,聯合再生能源股份有限公司竹南B廠,2014年第4季,0,公噸,0.2,公噸,0,公噸,0,公噸,完成核算
K71A9522,聯合再生能源股份有限公司竹南B廠,2014年第3季,0,公噸,0.14,公噸,0,公噸,0,公噸,完成核算
K71A9522,聯合再生能源股份有限公司竹南B廠,2014年第2季,0,公噸,0.328,公噸,0,公噸,0,公噸,完成核算
K71A9522,聯合再生能源股份有限公司竹南B廠,2014年第1季,0,公噸,0.32,公噸,0,公噸,0,公噸,完成核算
E2602281,元禎環保國際股份有限公司,2014年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
E2602281,元禎環保國際股份有限公司,2014年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
E2602281,元禎環保國際股份有限公司,2014年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
E2602281,元禎環保國際股份有限公司,2014年第1季,0,公噸,4.164,公噸,0,公噸,0,公噸,完成核算
E20A4374,勵龍股份有限公司大發廠,2014年第4季,0,公噸,0.026,公噸,0,公噸,0,公噸,完成核算
E20A4374,勵龍股份有限公司大發廠,2014年第3季,0,公噸,0.027,公噸,0,公噸,0,公噸,完成核算
E20A4374,勵龍股份有限公司大發廠,2014年第2季,0,公噸,0.02,公噸,0,公噸,0,公噸,完成核算
E20A4374,勵龍股份有限公司大發廠,2014年第1季,0,公噸,0.021,公噸,0,公噸,0,公噸,完成核算
B9305535,恩諾基科技有限公司,2014年第4季,0,公噸,0.024,公噸,0,公噸,0,公噸,完成核算
B9305535,恩諾基科技有限公司,2014年第3季,0,公噸,0.003,公噸,0,公噸,0,公噸,完成核算
B9305535,恩諾基科技有限公司,2014年第2季,0,公噸,1.995,公噸,0,公噸,0,公噸,完成核算
B9305535,恩諾基科技有限公司,2014年第1季,0,公噸,1.663,公噸,0,公噸,0,公噸,完成核算
S2404173,順昱泡棉有限公司,2014年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
S2213707,益利達資源科技股份有限公司,2014年第4季,0.014,公噸,0,公噸,0,公噸,0,公噸,完成核算
N15A2609,大河凡而精機廠股份有限公司線西廠,2014年第4季,0.135,公噸,0,公噸,0.005,公噸,0.027,公噸,完成核算
L0506872,現太化工有限公司,2014年第4季,0.041,公噸,0,公噸,0.003,公噸,0.002,公噸,完成核算
L0403885,河清金屬工業股份有限公司,2014年第4季,4.701,公噸,0,公噸,0,公噸,0,公噸,完成核算
K71A1657,威華微機電股份有限公司,2014年第4季,0.97,公噸,0,公噸,0,公噸,0,公噸,完成核算
J59B5031,聯合再生能源股份有限公司新竹一廠,2014年第4季,5.714,公噸,0,公噸,0,公噸,0,公噸,完成核算
J5700115,順進橡膠工業股份有限公司,2014年第4季,1.175,公噸,0,公噸,0,公噸,0,公噸,完成核算
H48B5524,至大食品股份有限公司,2014年第4季,0,公噸,0,公噸,0.066,公噸,0.046,公噸,完成核算
F1305393,擁立企業股份有限公司,2014年第4季,2.383,公噸,0,公噸,0,公噸,0,公噸,完成核算
F11B0402,精華光學股份有限公司亞太廠,2014年第4季,11.559,公噸,0,公噸,0,公噸,0,公噸,核算確認中
F11B0393,精華光學股份有限公司汐止二廠,2014年第4季,2.081,公噸,0,公噸,0,公噸,0,公噸,核算確認中
F11B0383,精華光學股份有限公司,2014年第4季,5.7,公噸,0,公噸,0,公噸,0,公噸,核算確認中
E5504335,中信造船股份有限公司林盛廠,2014年第4季,3.926,公噸,0,公噸,0,公噸,0,公噸,完成核算
E5503276,中信造船股份有限公司新高廠,2014年第4季,3.926,公噸,0,公噸,0,公噸,0,公噸,完成核算
E5503267,中信造船股份有限公司,2014年第4季,3.926,公噸,0,公噸,0,公噸,0,公噸,完成核算
E5503258,中信造船股份有限公司新天二廠,2014年第4季,13.742,公噸,0,公噸,0,公噸,0,公噸,完成核算
E51A3759,雲端旅館股份有限公司,2014年第4季,0,公噸,0,公噸,0.011,公噸,0.008,公噸,完成核算
E3300526,華德優而優股份有限公司,2014年第4季,13.278,公噸,0,公噸,0,公噸,0,公噸,完成申報
E1510177,海星運動有限公司,2014年第4季,0,公噸,0,公噸,0,公噸,0.003,公噸,完成核算
B9003803,德金成實業有限公司,2014年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
B8800764,展弈金屬企業有限公司,2014年第4季,0,公噸,0,公噸,0.001,公噸,0.001,公噸,完成核算
B8605723,彩峰塑膠股份有限公司一廠,2014年第4季,0.034,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0509733,京慶事業有限公司,2014年第4季,0.007,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0509251,廣羅資訊有限公司,2014年第4季,0.059,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0507953,達音創研股份有限公司,2014年第4季,0.036,公噸,0,公噸,0,公噸,0,公噸,完成核算
S2404173,順昱泡棉有限公司,2014年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
S2213707,益利達資源科技股份有限公司,2014年第3季,0.01,公噸,0,公噸,0,公噸,0,公噸,完成核算
N15A2609,大河凡而精機廠股份有限公司線西廠,2014年第3季,0.153,公噸,0,公噸,0.006,公噸,0.031,公噸,完成核算
L0506872,現太化工有限公司,2014年第3季,0.049,公噸,0,公噸,0.003,公噸,0.002,公噸,完成核算
L0403885,河清金屬工業股份有限公司,2014年第3季,6.001,公噸,0,公噸,0,公噸,0,公噸,完成核算
K71A1657,威華微機電股份有限公司,2014年第3季,1.252,公噸,0,公噸,0,公噸,0,公噸,完成核算
J59B5031,聯合再生能源股份有限公司新竹一廠,2014年第3季,5.375,公噸,0,公噸,0,公噸,0,公噸,完成核算
J5700115,順進橡膠工業股份有限公司,2014年第3季,1.792,公噸,0,公噸,0,公噸,0,公噸,完成核算
H48B5524,至大食品股份有限公司,2014年第3季,0,公噸,0,公噸,0.042,公噸,0.029,公噸,完成核算
F1305393,擁立企業股份有限公司,2014年第3季,1.995,公噸,0,公噸,0,公噸,0,公噸,完成核算
F11B0402,精華光學股份有限公司亞太廠,2014年第3季,11.245,公噸,0,公噸,0,公噸,0,公噸,核算確認中
F11B0393,精華光學股份有限公司汐止二廠,2014年第3季,2.081,公噸,0,公噸,0,公噸,0,公噸,核算確認中
F11B0383,精華光學股份有限公司,2014年第3季,4.105,公噸,0,公噸,0,公噸,0,公噸,核算確認中
E5504335,中信造船股份有限公司林盛廠,2014年第3季,3.005,公噸,0,公噸,0,公噸,0,公噸,完成核算
E5503276,中信造船股份有限公司新高廠,2014年第3季,3.005,公噸,0,公噸,0,公噸,0,公噸,完成核算
E5503267,中信造船股份有限公司,2014年第3季,3.005,公噸,0,公噸,0,公噸,0,公噸,完成核算
E5503258,中信造船股份有限公司新天二廠,2014年第3季,10.519,公噸,0,公噸,0,公噸,0,公噸,完成核算
E51A3759,雲端旅館股份有限公司,2014年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
E3300526,華德優而優股份有限公司,2014年第3季,10.709,公噸,0,公噸,0,公噸,0,公噸,完成申報
E1510177,海星運動有限公司,2014年第3季,0,公噸,0,公噸,0,公噸,0.003,公噸,完成核算
B9003803,德金成實業有限公司,2014年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
B8800764,展弈金屬企業有限公司,2014年第3季,0,公噸,0,公噸,0.002,公噸,0.001,公噸,完成核算
B8605723,彩峰塑膠股份有限公司一廠,2014年第3季,0.029,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0509733,京慶事業有限公司,2014年第3季,0.007,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0509251,廣羅資訊有限公司,2014年第3季,0.071,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0507953,達音創研股份有限公司,2014年第3季,0.031,公噸,0,公噸,0,公噸,0,公噸,完成核算
S2404173,順昱泡棉有限公司,2014年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
S2213707,益利達資源科技股份有限公司,2014年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
N15A2609,大河凡而精機廠股份有限公司線西廠,2014年第2季,0.178,公噸,0,公噸,0.042,公噸,0.018,公噸,完成核算
L0506872,現太化工有限公司,2014年第2季,0.044,公噸,0,公噸,0.003,公噸,0.002,公噸,完成核算
L0403885,河清金屬工業股份有限公司,2014年第2季,8.608,公噸,0,公噸,0,公噸,0,公噸,完成核算
K71A1657,威華微機電股份有限公司,2014年第2季,1.021,公噸,0,公噸,0,公噸,0,公噸,完成核算
J59B5031,聯合再生能源股份有限公司新竹一廠,2014年第2季,5.07,公噸,0,公噸,0,公噸,0,公噸,完成核算
J5700115,順進橡膠工業股份有限公司,2014年第2季,1.795,公噸,0,公噸,0,公噸,0,公噸,完成核算
H48B5524,至大食品股份有限公司,2014年第2季,0,公噸,0,公噸,0.057,公噸,0.04,公噸,完成核算
F1305393,擁立企業股份有限公司,2014年第2季,3.026,公噸,0,公噸,0,公噸,0,公噸,完成核算
F11B0402,精華光學股份有限公司亞太廠,2014年第2季,13.066,公噸,0,公噸,0,公噸,0,公噸,核算確認中
F11B0393,精華光學股份有限公司汐止二廠,2014年第2季,2.198,公噸,0,公噸,0,公噸,0,公噸,核算確認中
F11B0383,精華光學股份有限公司,2014年第2季,2.549,公噸,0,公噸,0,公噸,0,公噸,核算確認中
E5504335,中信造船股份有限公司林盛廠,2014年第2季,2.885,公噸,0,公噸,0,公噸,0,公噸,完成核算
E5503276,中信造船股份有限公司新高廠,2014年第2季,2.885,公噸,0,公噸,0,公噸,0,公噸,完成核算
E5503267,中信造船股份有限公司,2014年第2季,2.885,公噸,0,公噸,0,公噸,0,公噸,完成核算
E5503258,中信造船股份有限公司新天二廠,2014年第2季,10.096,公噸,0,公噸,0,公噸,0,公噸,完成核算
E51A3759,雲端旅館股份有限公司,2014年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
E3300526,華德優而優股份有限公司,2014年第2季,11.1,公噸,0,公噸,0,公噸,0,公噸,完成申報
E1510177,海星運動有限公司,2014年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
B9003803,德金成實業有限公司,2014年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
B8800764,展弈金屬企業有限公司,2014年第2季,0,公噸,0,公噸,0.001,公噸,0.001,公噸,完成核算
B8605723,彩峰塑膠股份有限公司一廠,2014年第2季,0.027,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0509733,京慶事業有限公司,2014年第2季,0.007,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0509251,廣羅資訊有限公司,2014年第2季,0.063,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0507953,達音創研股份有限公司,2014年第2季,0.024,公噸,0,公噸,0,公噸,0,公噸,完成核算
S2404173,順昱泡棉有限公司,2014年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
S2213707,益利達資源科技股份有限公司,2014年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
N15A2609,大河凡而精機廠股份有限公司線西廠,2014年第1季,0.181,公噸,0,公噸,0.043,公噸,0.018,公噸,完成核算
L0506872,現太化工有限公司,2014年第1季,0.033,公噸,0,公噸,0.003,公噸,0.002,公噸,完成核算
L0403885,河清金屬工業股份有限公司,2014年第1季,7.024,公噸,0,公噸,0,公噸,0,公噸,完成核算
K71A1657,威華微機電股份有限公司,2014年第1季,0.79,公噸,0,公噸,0,公噸,0,公噸,完成核算
J59B5031,聯合再生能源股份有限公司新竹一廠,2014年第1季,7.591,公噸,0,公噸,0,公噸,0,公噸,完成核算
