Content,Area,MajorPollutant,AQI,ForecastDate,MinorPollutant,MinorPollutantAQI,PublishTime
"1.今(26)日強烈大陸冷氣團影響，風速增強，各地擴散條件轉佳，雲嘉南地區午後因風速強勁引發地表揚塵現象，已於入夜後風速逐漸減弱而趨緩。依21時監測結果，北部、宜蘭、花東空品區為「良好」等級；竹苗、中部空品區及馬祖、澎湖為「普通」等級；雲嘉南、高屏空品區及金門為「橘色提醒」等級，高屏空品區局部地區為紅色警示等級。\r2.氣象局26日20時資料：27日強烈大陸冷氣團影響，東半部有局部短暫雨，其他地區為多雲到晴，中部以北及東部擴散條件較佳。宜蘭及花東空品區為「良好」等級；北部、竹苗、中部空品區為「普通」等級，中部空品區局部地區短時間可能達「橘色提醒」等級；雲嘉南及高屏空品區夜間及清晨風速轉弱，易有污染累積為「橘色提醒」等級，短時間可達紅色警示等級，白天風速增強、擴散條件轉好將可改善，雲嘉南沿海地區仍需留意地表揚塵現象。另馬祖、金門受中國東南沿海污染影響為「橘色提醒」等級。\r3.28日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。\r4.29日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。未來一週，28至31日東北風減弱並逐漸轉為偏東風，東半部地區擴散條件較佳，西半部風速較弱不利擴散。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。",澎湖,細懸浮微粒,100,2019-01-27,,,2019-01-26 22:00
"1.今(26)日強烈大陸冷氣團影響，風速增強，各地擴散條件轉佳，雲嘉南地區午後因風速強勁引發地表揚塵現象，已於入夜後風速逐漸減弱而趨緩。依21時監測結果，北部、宜蘭、花東空品區為「良好」等級；竹苗、中部空品區及馬祖、澎湖為「普通」等級；雲嘉南、高屏空品區及金門為「橘色提醒」等級，高屏空品區局部地區為紅色警示等級。\r2.氣象局26日20時資料：27日強烈大陸冷氣團影響，東半部有局部短暫雨，其他地區為多雲到晴，中部以北及東部擴散條件較佳。宜蘭及花東空品區為「良好」等級；北部、竹苗、中部空品區為「普通」等級，中部空品區局部地區短時間可能達「橘色提醒」等級；雲嘉南及高屏空品區夜間及清晨風速轉弱，易有污染累積為「橘色提醒」等級，短時間可達紅色警示等級，白天風速增強、擴散條件轉好將可改善，雲嘉南沿海地區仍需留意地表揚塵現象。另馬祖、金門受中國東南沿海污染影響為「橘色提醒」等級。\r3.28日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。\r4.29日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。未來一週，28至31日東北風減弱並逐漸轉為偏東風，東半部地區擴散條件較佳，西半部風速較弱不利擴散。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。",金門,細懸浮微粒,140,2019-01-27,,,2019-01-26 22:00
"1.今(26)日強烈大陸冷氣團影響，風速增強，各地擴散條件轉佳，雲嘉南地區午後因風速強勁引發地表揚塵現象，已於入夜後風速逐漸減弱而趨緩。依21時監測結果，北部、宜蘭、花東空品區為「良好」等級；竹苗、中部空品區及馬祖、澎湖為「普通」等級；雲嘉南、高屏空品區及金門為「橘色提醒」等級，高屏空品區局部地區為紅色警示等級。\r2.氣象局26日20時資料：27日強烈大陸冷氣團影響，東半部有局部短暫雨，其他地區為多雲到晴，中部以北及東部擴散條件較佳。宜蘭及花東空品區為「良好」等級；北部、竹苗、中部空品區為「普通」等級，中部空品區局部地區短時間可能達「橘色提醒」等級；雲嘉南及高屏空品區夜間及清晨風速轉弱，易有污染累積為「橘色提醒」等級，短時間可達紅色警示等級，白天風速增強、擴散條件轉好將可改善，雲嘉南沿海地區仍需留意地表揚塵現象。另馬祖、金門受中國東南沿海污染影響為「橘色提醒」等級。\r3.28日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。\r4.29日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。未來一週，28至31日東北風減弱並逐漸轉為偏東風，東半部地區擴散條件較佳，西半部風速較弱不利擴散。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。",馬祖,細懸浮微粒,130,2019-01-27,,,2019-01-26 22:00
"1.今(26)日強烈大陸冷氣團影響，風速增強，各地擴散條件轉佳，雲嘉南地區午後因風速強勁引發地表揚塵現象，已於入夜後風速逐漸減弱而趨緩。依21時監測結果，北部、宜蘭、花東空品區為「良好」等級；竹苗、中部空品區及馬祖、澎湖為「普通」等級；雲嘉南、高屏空品區及金門為「橘色提醒」等級，高屏空品區局部地區為紅色警示等級。\r2.氣象局26日20時資料：27日強烈大陸冷氣團影響，東半部有局部短暫雨，其他地區為多雲到晴，中部以北及東部擴散條件較佳。宜蘭及花東空品區為「良好」等級；北部、竹苗、中部空品區為「普通」等級，中部空品區局部地區短時間可能達「橘色提醒」等級；雲嘉南及高屏空品區夜間及清晨風速轉弱，易有污染累積為「橘色提醒」等級，短時間可達紅色警示等級，白天風速增強、擴散條件轉好將可改善，雲嘉南沿海地區仍需留意地表揚塵現象。另馬祖、金門受中國東南沿海污染影響為「橘色提醒」等級。\r3.28日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。\r4.29日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。未來一週，28至31日東北風減弱並逐漸轉為偏東風，東半部地區擴散條件較佳，西半部風速較弱不利擴散。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。",花東,,40,2019-01-29,,,2019-01-26 22:00
"1.今(26)日強烈大陸冷氣團影響，風速增強，各地擴散條件轉佳，雲嘉南地區午後因風速強勁引發地表揚塵現象，已於入夜後風速逐漸減弱而趨緩。依21時監測結果，北部、宜蘭、花東空品區為「良好」等級；竹苗、中部空品區及馬祖、澎湖為「普通」等級；雲嘉南、高屏空品區及金門為「橘色提醒」等級，高屏空品區局部地區為紅色警示等級。\r2.氣象局26日20時資料：27日強烈大陸冷氣團影響，東半部有局部短暫雨，其他地區為多雲到晴，中部以北及東部擴散條件較佳。宜蘭及花東空品區為「良好」等級；北部、竹苗、中部空品區為「普通」等級，中部空品區局部地區短時間可能達「橘色提醒」等級；雲嘉南及高屏空品區夜間及清晨風速轉弱，易有污染累積為「橘色提醒」等級，短時間可達紅色警示等級，白天風速增強、擴散條件轉好將可改善，雲嘉南沿海地區仍需留意地表揚塵現象。另馬祖、金門受中國東南沿海污染影響為「橘色提醒」等級。\r3.28日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。\r4.29日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。未來一週，28至31日東北風減弱並逐漸轉為偏東風，東半部地區擴散條件較佳，西半部風速較弱不利擴散。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。",花東,,40,2019-01-28,,,2019-01-26 22:00
"1.今(26)日強烈大陸冷氣團影響，風速增強，各地擴散條件轉佳，雲嘉南地區午後因風速強勁引發地表揚塵現象，已於入夜後風速逐漸減弱而趨緩。依21時監測結果，北部、宜蘭、花東空品區為「良好」等級；竹苗、中部空品區及馬祖、澎湖為「普通」等級；雲嘉南、高屏空品區及金門為「橘色提醒」等級，高屏空品區局部地區為紅色警示等級。\r2.氣象局26日20時資料：27日強烈大陸冷氣團影響，東半部有局部短暫雨，其他地區為多雲到晴，中部以北及東部擴散條件較佳。宜蘭及花東空品區為「良好」等級；北部、竹苗、中部空品區為「普通」等級，中部空品區局部地區短時間可能達「橘色提醒」等級；雲嘉南及高屏空品區夜間及清晨風速轉弱，易有污染累積為「橘色提醒」等級，短時間可達紅色警示等級，白天風速增強、擴散條件轉好將可改善，雲嘉南沿海地區仍需留意地表揚塵現象。另馬祖、金門受中國東南沿海污染影響為「橘色提醒」等級。\r3.28日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。\r4.29日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。未來一週，28至31日東北風減弱並逐漸轉為偏東風，東半部地區擴散條件較佳，西半部風速較弱不利擴散。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。",花東,,45,2019-01-27,,,2019-01-26 22:00
"1.今(26)日強烈大陸冷氣團影響，風速增強，各地擴散條件轉佳，雲嘉南地區午後因風速強勁引發地表揚塵現象，已於入夜後風速逐漸減弱而趨緩。依21時監測結果，北部、宜蘭、花東空品區為「良好」等級；竹苗、中部空品區及馬祖、澎湖為「普通」等級；雲嘉南、高屏空品區及金門為「橘色提醒」等級，高屏空品區局部地區為紅色警示等級。\r2.氣象局26日20時資料：27日強烈大陸冷氣團影響，東半部有局部短暫雨，其他地區為多雲到晴，中部以北及東部擴散條件較佳。宜蘭及花東空品區為「良好」等級；北部、竹苗、中部空品區為「普通」等級，中部空品區局部地區短時間可能達「橘色提醒」等級；雲嘉南及高屏空品區夜間及清晨風速轉弱，易有污染累積為「橘色提醒」等級，短時間可達紅色警示等級，白天風速增強、擴散條件轉好將可改善，雲嘉南沿海地區仍需留意地表揚塵現象。另馬祖、金門受中國東南沿海污染影響為「橘色提醒」等級。\r3.28日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。\r4.29日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。未來一週，28至31日東北風減弱並逐漸轉為偏東風，東半部地區擴散條件較佳，西半部風速較弱不利擴散。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。",宜蘭,,50,2019-01-29,,,2019-01-26 22:00
"1.今(26)日強烈大陸冷氣團影響，風速增強，各地擴散條件轉佳，雲嘉南地區午後因風速強勁引發地表揚塵現象，已於入夜後風速逐漸減弱而趨緩。依21時監測結果，北部、宜蘭、花東空品區為「良好」等級；竹苗、中部空品區及馬祖、澎湖為「普通」等級；雲嘉南、高屏空品區及金門為「橘色提醒」等級，高屏空品區局部地區為紅色警示等級。\r2.氣象局26日20時資料：27日強烈大陸冷氣團影響，東半部有局部短暫雨，其他地區為多雲到晴，中部以北及東部擴散條件較佳。宜蘭及花東空品區為「良好」等級；北部、竹苗、中部空品區為「普通」等級，中部空品區局部地區短時間可能達「橘色提醒」等級；雲嘉南及高屏空品區夜間及清晨風速轉弱，易有污染累積為「橘色提醒」等級，短時間可達紅色警示等級，白天風速增強、擴散條件轉好將可改善，雲嘉南沿海地區仍需留意地表揚塵現象。另馬祖、金門受中國東南沿海污染影響為「橘色提醒」等級。\r3.28日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。\r4.29日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。未來一週，28至31日東北風減弱並逐漸轉為偏東風，東半部地區擴散條件較佳，西半部風速較弱不利擴散。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。",宜蘭,,50,2019-01-28,,,2019-01-26 22:00
"1.今(26)日強烈大陸冷氣團影響，風速增強，各地擴散條件轉佳，雲嘉南地區午後因風速強勁引發地表揚塵現象，已於入夜後風速逐漸減弱而趨緩。依21時監測結果，北部、宜蘭、花東空品區為「良好」等級；竹苗、中部空品區及馬祖、澎湖為「普通」等級；雲嘉南、高屏空品區及金門為「橘色提醒」等級，高屏空品區局部地區為紅色警示等級。\r2.氣象局26日20時資料：27日強烈大陸冷氣團影響，東半部有局部短暫雨，其他地區為多雲到晴，中部以北及東部擴散條件較佳。宜蘭及花東空品區為「良好」等級；北部、竹苗、中部空品區為「普通」等級，中部空品區局部地區短時間可能達「橘色提醒」等級；雲嘉南及高屏空品區夜間及清晨風速轉弱，易有污染累積為「橘色提醒」等級，短時間可達紅色警示等級，白天風速增強、擴散條件轉好將可改善，雲嘉南沿海地區仍需留意地表揚塵現象。另馬祖、金門受中國東南沿海污染影響為「橘色提醒」等級。\r3.28日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。\r4.29日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。未來一週，28至31日東北風減弱並逐漸轉為偏東風，東半部地區擴散條件較佳，西半部風速較弱不利擴散。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。",宜蘭,,50,2019-01-27,,,2019-01-26 22:00
"1.今(26)日強烈大陸冷氣團影響，風速增強，各地擴散條件轉佳，雲嘉南地區午後因風速強勁引發地表揚塵現象，已於入夜後風速逐漸減弱而趨緩。依21時監測結果，北部、宜蘭、花東空品區為「良好」等級；竹苗、中部空品區及馬祖、澎湖為「普通」等級；雲嘉南、高屏空品區及金門為「橘色提醒」等級，高屏空品區局部地區為紅色警示等級。\r2.氣象局26日20時資料：27日強烈大陸冷氣團影響，東半部有局部短暫雨，其他地區為多雲到晴，中部以北及東部擴散條件較佳。宜蘭及花東空品區為「良好」等級；北部、竹苗、中部空品區為「普通」等級，中部空品區局部地區短時間可能達「橘色提醒」等級；雲嘉南及高屏空品區夜間及清晨風速轉弱，易有污染累積為「橘色提醒」等級，短時間可達紅色警示等級，白天風速增強、擴散條件轉好將可改善，雲嘉南沿海地區仍需留意地表揚塵現象。另馬祖、金門受中國東南沿海污染影響為「橘色提醒」等級。\r3.28日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。\r4.29日強烈大陸冷氣團稍減弱，北部及東半部局部短暫雨，其他地區為多雲到晴。宜蘭及花東空品區為「良好」等級；北部、竹苗及中部空品區為「普通」等級；雲嘉南及高屏空品區為「橘色提醒」等級；高屏空品區位於尾流弱風區，局部區域短時間可能達紅色警示等級。未來一週，28至31日東北風減弱並逐漸轉為偏東風，東半部地區擴散條件較佳，西半部風速較弱不利擴散。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。",高屏,細懸浮微粒,150,2019-01-29,,,2019-01-26 22:00
